WeatherDescription,CloudCover,Temperature,FeelsLike,Humidity,Precipitation,Pressure,UVIndex,Visibility,WindSpeed,Reason
Sunny,15.00,17.00,17.00,63.00,0.00,1017.00,5,10.00,13.00,Engineering
Overcast,100.00,5.00,5.00,80.00,0.00,1009.00,2,10.00,4.00,Weather
Sunny,0.00,15.00,14.00,36.00,0.00,1022.00,4,10.00,15.00,Resource
Sunny,0.00,15.00,14.00,36.00,0.00,1022.00,4,10.00,15.00,Resource
Overcast,95.00,27.00,26.00,28.00,0.00,1022.00,6,10.00,13.00,Ground Condition
Overcast,61.00,25.00,26.00,38.00,0.00,1023.00,6,10.00,11.00,Ground Condition
Cloudy,65.00,19.00,19.00,75.00,0.00,1017.00,4,10.00,13.00,Subcontractor Performance
Cloudy,65.00,19.00,19.00,75.00,0.00,1017.00,4,10.00,13.00,Subcontractor Performance
Sunny,2.00,21.00,21.00,65.00,0.00,1018.00,6,10.00,9.00,Engineering
Patchy rain possible,100.00,15.00,13.00,71.00,0.10,1012.00,3,10.00,17.00,Ground Condition
Light sleet,100.00,3.00,-3.00,94.00,0.20,989.00,1,9.00,33.00,Plant
Partly cloudy,47.00,12.00,11.00,84.00,0.00,1026.00,4,10.00,16.00,Ground Condition
Partly cloudy,48.00,12.00,11.00,50.00,0.00,1022.00,4,10.00,12.00,Subcontractor Planning
Partly cloudy,27.00,14.00,15.00,66.00,0.00,1026.00,4,10.00,4.00,Delay By Others
Mist,39.00,0.00,-2.00,97.00,0.00,1030.00,1,2.00,6.00,Delay By Others
Mist,44.00,1.00,-2.00,91.00,0.00,1027.00,1,5.00,8.00,Delay By Others
Sunny,6.00,22.00,24.00,34.00,0.00,1025.00,6,10.00,13.00,Change
Overcast,100.00,10.00,6.00,92.00,0.00,998.00,2,7.00,32.00,Weather
Overcast,100.00,10.00,6.00,92.00,0.00,998.00,2,7.00,32.00,Weather
Overcast,100.00,3.00,1.00,93.00,0.10,1007.00,1,10.00,9.00,Subcontractor Planning
Overcast,100.00,4.00,-1.00,80.00,0.00,1009.00,1,10.00,27.00,Design Delays
Overcast,100.00,4.00,-1.00,80.00,0.00,1009.00,1,10.00,27.00,Design Delays
Light rain,97.00,8.00,7.00,86.00,0.30,1010.00,2,9.00,6.00,Subcontractor Planning
Light rain,100.00,4.00,1.00,94.00,0.40,1020.00,1,9.00,13.00,Planning
Light rain shower,71.00,18.00,18.00,55.00,0.10,1012.00,4,10.00,10.00,Subcontractor Performance
Partly cloudy,32.00,6.00,1.00,58.00,0.00,1011.00,3,10.00,33.00,Weather
Sunny,18.00,6.00,1.00,60.00,0.00,1010.00,3,10.00,34.00,Weather
Cloudy,66.00,9.00,8.00,83.00,0.00,1029.00,2,10.00,8.00,Design Delays
Partly cloudy,41.00,10.00,8.00,69.00,0.00,1010.00,4,10.00,18.00,Subcontractor Performance
Sunny,14.00,13.00,12.00,82.00,0.00,1020.00,4,10.00,13.00,Safety
Sunny,28.00,23.00,24.00,50.00,0.00,1001.00,6,10.00,11.00,Delay By Others
Sunny,28.00,23.00,24.00,50.00,0.00,1001.00,6,10.00,11.00,Delay By Others
Sunny,28.00,23.00,24.00,50.00,0.00,1001.00,6,10.00,11.00,Delay By Others
Sunny,28.00,23.00,24.00,50.00,0.00,1001.00,6,10.00,11.00,Delay By Others
Sunny,28.00,23.00,24.00,50.00,0.00,1001.00,6,10.00,11.00,Delay By Others
Sunny,28.00,23.00,24.00,50.00,0.00,1001.00,6,10.00,11.00,Delay By Others
Sunny,28.00,23.00,24.00,50.00,0.00,1001.00,6,10.00,11.00,Delay By Others
Sunny,19.00,24.00,25.00,46.00,0.00,1001.00,6,10.00,12.00,Delay By Others
Partly cloudy,49.00,18.00,18.00,75.00,0.00,1010.00,5,10.00,15.00,Delay By Others
Light Rain,100.00,10.00,7.00,87.00,0.20,1001.00,3,10.00,26.00,Safety
Sunny,5.00,11.00,9.00,69.00,0.00,1017.00,4,10.00,16.00,Materials
Sunny,5.00,11.00,9.00,69.00,0.00,1017.00,4,10.00,16.00,Materials
Partly cloudy,55.00,3.00,-2.00,84.00,0.00,1007.00,2,8.00,24.00,Safety
Partly cloudy,25.00,7.00,3.00,57.00,0.00,1013.00,3,10.00,28.00,Weather
Overcast,95.00,12.00,12.00,91.00,0.00,1010.00,3,7.00,5.00,Subcontractor Performance
Moderate rain,100.00,15.00,14.00,89.00,2.20,1008.00,3,6.00,16.00,Design Delays
Moderate rain,100.00,15.00,14.00,89.00,2.20,1008.00,3,6.00,16.00,Design Delays
Partly cloudy,26.00,15.00,14.00,70.00,0.00,1021.00,4,10.00,10.00,Plant
Overcast,94.00,3.00,1.00,77.00,0.00,1032.00,1,10.00,9.00,Subcontractor Performance
Sunny,2.00,35.00,33.00,21.00,0.00,1017.00,8,10.00,13.00,Weather
Cloudy,78.00,6.00,3.00,84.00,0.00,1001.00,2,10.00,17.00,Weather
Sunny,3.00,13.00,12.00,56.00,0.00,1026.00,4,10.00,13.00,Plant
Sunny,5.00,5.00,1.00,66.00,0.00,1018.00,2,10.00,15.00,Plant
Sunny,10.00,4.00,0.00,69.00,0.00,1018.00,2,10.00,16.00,Plant
Sunny,5.00,5.00,1.00,66.00,0.00,1018.00,2,10.00,15.00,Plant
Sunny,5.00,5.00,1.00,66.00,0.00,1018.00,2,10.00,15.00,Plant
Partly cloudy,38.00,5.00,1.00,67.00,0.00,1024.00,2,10.00,22.00,Delay By Others
Partly cloudy,38.00,5.00,1.00,67.00,0.00,1024.00,2,10.00,22.00,Delay By Others
Partly cloudy,38.00,5.00,1.00,67.00,0.00,1024.00,2,10.00,22.00,Delay By Others
Partly cloudy,38.00,5.00,1.00,67.00,0.00,1024.00,2,10.00,22.00,Delay By Others
Partly cloudy,38.00,5.00,1.00,67.00,0.00,1024.00,2,10.00,22.00,Delay By Others
Light drizzle,100.00,8.00,3.00,80.00,0.10,998.00,2,2.00,52.00,Weather
Sunny,21.00,3.00,3.00,92.00,0.00,1028.00,2,10.00,2.00,Subcontractor Performance
Sunny,0.00,0.00,-4.00,86.00,0.00,995.00,2,10.00,13.00,Weather
Sunny,0.00,0.00,-4.00,86.00,0.00,995.00,2,10.00,13.00,Weather
Overcast,92.00,5.00,2.00,76.00,0.00,1023.00,2,10.00,16.00,Subcontractor Performance
Overcast,92.00,5.00,2.00,76.00,0.00,1023.00,2,10.00,16.00,Subcontractor Performance
Overcast,95.00,12.00,12.00,91.00,0.00,1010.00,3,7.00,5.00,Resource
Sunny,17.00,13.00,11.00,72.00,0.00,995.00,4,10.00,19.00,Materials
Sunny,39.00,17.00,17.00,69.00,0.00,1007.00,5,10.00,16.00,Plant
Patchy rain possible,57.00,9.00,6.00,53.00,0.00,1019.00,2,10.00,20.00,Delay By Others
Overcast,84.00,10.00,8.00,66.00,0.00,1025.00,2,10.00,16.00,Materials
Overcast,96.00,15.00,15.00,81.00,0.00,1022.00,4,10.00,9.00,Safety
Patchy rain possible,80.00,19.00,19.00,57.00,0.00,1016.00,4,10.00,26.00,Supplier Performance
Partly cloudy,43.00,22.00,23.00,41.00,0.00,1019.00,6,10.00,7.00,Document Control
Overcast,100.00,20.00,20.00,68.00,0.00,1015.00,4,10.00,13.00,Delay By Others
Sunny,37.00,28.00,28.00,35.00,0.00,1022.00,7,10.00,4.00,Ground Condition
Sunny,2.00,0.00,-5.00,70.00,0.00,989.00,2,10.00,17.00,Weather
Sunny,2.00,0.00,-5.00,70.00,0.00,989.00,2,10.00,17.00,Weather
Blizzard,100.00,3.00,-4.00,92.00,2.10,980.00,1,1.00,37.00,Subcontractor Performance
Blizzard,100.00,3.00,-4.00,92.00,2.10,980.00,1,1.00,37.00,Subcontractor Performance
Cloudy,72.00,16.00,16.00,81.00,0.00,1008.00,4,10.00,29.00,Design Delays
Sunny,5.00,5.00,4.00,77.00,0.00,1015.00,3,10.00,5.00,Subcontractor Performance
Overcast,100.00,8.00,6.00,66.00,0.00,1031.00,3,10.00,17.00,Subcontractor Planning
Partly cloudy,39.00,17.00,17.00,53.00,0.00,1020.00,5,10.00,5.00,Weather
Sunny,18.00,1.00,-1.00,91.00,0.00,1034.00,2,7.00,6.00,Materials
Light drizzle,100.00,9.00,5.00,90.00,0.10,1019.00,2,5.00,31.00,Weather
Cloudy,79.00,5.00,5.00,89.00,0.00,1015.00,2,10.00,3.00,Subcontractor Performance
Light drizzle,100.00,6.00,3.00,73.00,0.10,1016.00,2,2.00,15.00,Ground Condition
Sunny,3.00,6.00,3.00,70.00,0.00,1020.00,3,10.00,12.00,Ground Condition
Sunny,4.00,5.00,2.00,69.00,0.00,1019.00,3,10.00,13.00,Ground Condition
Sunny,3.00,6.00,3.00,70.00,0.00,1020.00,3,10.00,12.00,Ground Condition
Sunny,15.00,3.00,-1.00,72.00,0.00,1017.00,2,10.00,17.00,Delay By Others
Sunny,20.00,2.00,-2.00,75.00,0.00,1016.00,2,10.00,18.00,Delay By Others
Sunny,15.00,3.00,-1.00,72.00,0.00,1017.00,2,10.00,17.00,Delay By Others
Sunny,20.00,2.00,-2.00,75.00,0.00,1016.00,2,10.00,18.00,Delay By Others
Sunny,15.00,3.00,-1.00,72.00,0.00,1017.00,2,10.00,17.00,Delay By Others
Sunny,20.00,2.00,-2.00,75.00,0.00,1016.00,2,10.00,18.00,Delay By Others
Sunny,20.00,2.00,-2.00,75.00,0.00,1016.00,2,10.00,18.00,Delay By Others
Partly cloudy,59.00,14.00,14.00,62.00,0.00,1017.00,4,10.00,5.00,Design Delays
Partly cloudy,59.00,14.00,14.00,62.00,0.00,1017.00,4,10.00,5.00,Design Delays
Partly cloudy,31.00,21.00,21.00,38.00,0.00,1022.00,6,10.00,17.00,Plant
Partly cloudy,34.00,21.00,21.00,38.00,0.00,1022.00,6,10.00,14.00,Plant
Partly cloudy,34.00,21.00,21.00,38.00,0.00,1022.00,6,10.00,14.00,Plant
Light drizzle,100.00,13.00,11.00,83.00,0.40,993.00,3,2.00,30.00,Weather
Light drizzle,100.00,13.00,11.00,83.00,0.40,993.00,3,2.00,30.00,Weather
Moderate rain,100.00,15.00,14.00,89.00,2.20,1008.00,3,6.00,16.00,Plant
Sunny,0.00,8.00,5.00,81.00,0.00,1020.00,3,7.00,13.00,Subcontractor Planning
Cloudy,72.00,15.00,15.00,78.00,0.00,1012.00,4,10.00,15.00,Materials
Overcast,100.00,14.00,12.00,77.00,0.00,1009.00,3,10.00,20.00,Communication
Overcast,100.00,14.00,12.00,77.00,0.00,1009.00,3,10.00,20.00,Communication
Light rain,86.00,15.00,15.00,90.00,0.50,1006.00,4,9.00,18.00,Subcontractor Performance
Overcast,93.00,13.00,12.00,80.00,0.00,1016.00,3,10.00,14.00,Safety
Overcast,93.00,13.00,12.00,80.00,0.00,1016.00,3,10.00,14.00,Safety
Sunny,28.00,14.00,14.00,64.00,0.00,1022.00,4,10.00,15.00,Plant
Heavy Rain Shower,0.00,14.00,13.00,63.00,1.20,1012.00,3,10.00,20.00,Delay By Others
Partly cloudy,55.00,3.00,-2.00,84.00,0.00,1007.00,2,8.00,24.00,Design Delays
Overcast,92.00,5.00,2.00,76.00,0.00,1023.00,2,10.00,16.00,Subcontractor Planning
Patchy rain possible,100.00,7.00,4.00,96.00,0.00,1027.00,2,7.00,15.00,Planning
Sunny,15.00,10.00,7.00,75.00,0.00,1020.00,3,10.00,16.00,Design Delays
Overcast,100.00,2.00,0.00,75.00,0.00,1040.00,2,10.00,9.00,Plant
Overcast,100.00,13.00,11.00,94.00,0.00,1011.00,3,10.00,15.00,Supplier Performance
Sunny,0.00,3.00,0.00,81.00,0.00,1007.00,2,10.00,11.00,Plant
Moderate rain,88.00,19.00,19.00,87.00,0.80,1016.00,4,8.00,5.00,IT
Partly cloudy,25.00,9.00,7.00,87.00,0.00,1020.00,2,10.00,7.00,Supplier Performance
Overcast,97.00,13.00,11.00,52.00,0.00,1012.00,3,10.00,21.00,Delay By Others
Partly cloudy,70.00,12.00,10.00,75.00,0.00,1003.00,4,10.00,14.00,Plant
Clear,0.00,1.00,-1.00,86.00,0.00,1006.00,1,10.00,6.00,Plant
Cloudy,87.00,1.00,-3.00,72.00,0.00,1011.00,1,10.00,12.00,Plant
Cloudy,64.00,14.00,13.00,81.00,0.00,1002.00,3,10.00,17.00,Resource
Overcast,92.00,16.00,16.00,78.00,0.00,1021.00,1,10.00,18.00,Materials
Sunny,8.00,17.00,17.00,67.00,0.00,1021.00,5,10.00,8.00,Subcontractor Performance
Partly cloudy,51.00,22.00,22.00,57.00,0.00,1019.00,6,10.00,13.00,Subcontractor Performance
Partly cloudy,75.00,19.00,19.00,60.00,0.00,1025.00,6,10.00,22.00,Planning
Partly cloudy,75.00,10.00,6.00,62.00,0.00,1006.00,2,10.00,48.00,Weather
Patchy rain possible,77.00,18.00,18.00,79.00,0.20,1006.00,4,9.00,19.00,Subcontractor Performance
Sunny,0.00,14.00,14.00,55.00,0.00,1000.00,4,10.00,9.00,Plant
Sunny,10.00,19.00,19.00,58.00,0.00,1021.00,5,10.00,12.00,Supplier Performance
Sunny,1.00,20.00,20.00,67.00,0.00,1024.00,6,10.00,10.00,Supplier Performance
Sunny,13.00,18.00,18.00,52.00,0.00,1025.00,5,10.00,9.00,Experience/Competence
Sunny,0.00,14.00,13.00,94.00,0.00,1014.00,4,10.00,9.00,Design Delays
Light rain shower,78.00,11.00,9.00,76.00,0.10,1004.00,3,10.00,21.00,Safety
Partly cloudy,21.00,4.00,0.00,79.00,0.00,1033.00,2,10.00,13.00,Commercial
Partly cloudy,25.00,5.00,2.00,87.00,0.00,1033.00,2,10.00,15.00,Commercial
Partly cloudy,25.00,5.00,2.00,87.00,0.00,1033.00,2,10.00,15.00,Commercial
Partly cloudy,25.00,10.00,8.00,87.00,0.00,1023.00,3,10.00,13.00,Subcontractor Interface
Partly cloudy,74.00,14.00,15.00,63.00,0.00,1026.00,4,10.00,4.00,Subcontractor Planning
Sunny,20.00,19.00,19.00,68.00,0.00,1020.00,5,10.00,18.00,Delay By Others
Partly cloudy,75.00,8.00,6.00,76.00,0.00,1034.00,3,10.00,7.00,Design Delays
Partly cloudy,75.00,8.00,6.00,76.00,0.00,1034.00,3,10.00,7.00,Design Delays
Sunny,10.00,24.00,24.00,30.00,0.00,1019.00,6,10.00,10.00,Delay By Others
Sunny,7.00,24.00,24.00,31.00,0.00,1019.00,6,10.00,11.00,Delay By Others
Overcast,100.00,8.00,5.00,86.00,0.00,1020.00,2,10.00,23.00,Delay By Others
Overcast,100.00,8.00,5.00,86.00,0.00,1020.00,2,10.00,23.00,Delay By Others
Light rain shower,98.00,11.00,7.00,70.00,0.00,998.00,3,10.00,30.00,Materials
Partly cloudy,25.00,8.00,3.00,71.00,0.00,973.00,2,10.00,43.00,Weather
Partly cloudy,32.00,6.00,1.00,58.00,0.00,1011.00,3,10.00,33.00,Weather
Sunny,18.00,6.00,1.00,60.00,0.00,1010.00,3,10.00,34.00,Weather
Cloudy,69.00,17.00,17.00,75.00,0.00,1012.00,4,10.00,9.00,Subcontractor Performance
Cloudy,72.00,16.00,16.00,81.00,0.00,1008.00,4,10.00,29.00,Design Delays
Sunny,7.00,12.00,10.00,55.00,0.00,1025.00,4,10.00,11.00,Subcontractor Performance
Sunny,7.00,12.00,10.00,55.00,0.00,1025.00,4,10.00,11.00,Subcontractor Performance
Overcast,69.00,8.00,6.00,71.00,0.00,1024.00,2,10.00,11.00,Subcontractor Performance
Sunny,4.00,14.00,13.00,60.00,0.00,1023.00,4,10.00,14.00,Design Delays
Sunny,6.00,9.00,8.00,77.00,0.00,1028.00,3,10.00,7.00,Plant
Sunny,4.00,5.00,2.00,75.00,0.00,1028.00,2,10.00,11.00,Delay By Others
Partly cloudy,47.00,17.00,17.00,79.00,0.00,1014.00,5,10.00,16.00,Plant
Sunny,4.00,27.00,27.00,42.00,0.00,1022.00,7,10.00,7.00,Design Delays
Sunny,0.00,29.00,29.00,29.00,0.00,1021.00,7,10.00,9.00,Design Delays
Overcast,82.00,12.00,10.00,79.00,0.00,1008.00,3,10.00,19.00,Materials
Overcast,82.00,12.00,10.00,79.00,0.00,1008.00,3,10.00,19.00,Materials
Overcast,100.00,17.00,17.00,68.00,0.00,1028.00,4,10.00,13.00,Subcontractor Performance
Sunny,2.00,29.00,28.00,35.00,0.00,1021.00,7,10.00,12.00,Ground Condition
Sunny,0.00,19.00,19.00,60.00,0.00,1021.00,6,10.00,9.00,Design Delays
Partly cloudy,75.00,19.00,19.00,73.00,0.00,1029.00,4,10.00,19.00,Plant
Partly cloudy,66.00,10.00,8.00,66.00,0.00,1028.00,4,10.00,18.00,Delay By Others
Partly cloudy,66.00,10.00,8.00,66.00,0.00,1028.00,4,10.00,18.00,Delay By Others
Cloudy,57.00,5.00,0.00,67.00,0.00,1021.00,2,10.00,33.00,Weather
Cloudy,57.00,5.00,0.00,67.00,0.00,1021.00,2,10.00,33.00,Weather
Sunny,3.00,4.00,4.00,71.00,0.00,1037.00,2,10.00,1.00,Materials
Light rain,92.00,13.00,13.00,86.00,0.30,1015.00,3,7.00,3.00,Subcontractor Performance
Sunny,11.00,2.00,-1.00,85.00,0.00,1030.00,2,10.00,9.00,Subcontractor Performance
Sunny,11.00,2.00,-1.00,85.00,0.00,1030.00,2,10.00,9.00,Subcontractor Performance
Sunny,0.00,7.00,6.00,93.00,0.00,1027.00,4,10.00,4.00,Supplier Performance
Overcast,99.00,15.00,15.00,85.00,0.00,1022.00,3,10.00,8.00,Supplier Performance
Overcast,99.00,15.00,15.00,85.00,0.00,1022.00,3,10.00,8.00,Supplier Performance
Sunny,0.00,8.00,8.00,93.00,0.00,1027.00,4,10.00,4.00,Supplier Performance
Sunny,4.00,5.00,2.00,75.00,0.00,1028.00,2,10.00,11.00,Subcontractor Performance
Light rain shower,100.00,7.00,4.00,98.00,0.50,993.00,2,10.00,11.00,Planning
Overcast,100.00,13.00,11.00,59.00,0.00,1016.00,3,10.00,18.00,Plant
Partly cloudy,75.00,19.00,19.00,52.00,0.00,1024.00,4,10.00,11.00,Change
Cloudy,74.00,13.00,11.00,64.00,0.00,1028.00,3,10.00,21.00,Environmental
Partly cloudy,66.00,13.00,11.00,64.00,0.00,1028.00,4,10.00,21.00,Environmental
Partly cloudy,66.00,13.00,11.00,64.00,0.00,1028.00,4,10.00,21.00,Environmental
Partly cloudy,66.00,13.00,11.00,64.00,0.00,1028.00,4,10.00,21.00,Environmental
Cloudy,74.00,13.00,11.00,64.00,0.00,1028.00,3,10.00,21.00,Environmental
Sunny,12.00,23.00,23.00,48.00,0.00,1024.00,6,10.00,7.00,Delay By Others
Light rain,91.00,9.00,8.00,81.00,0.20,1010.00,2,7.00,9.00,Resource
Light rain,91.00,9.00,8.00,81.00,0.20,1010.00,2,7.00,9.00,Resource
Sunny,16.00,25.00,25.00,30.00,0.00,1021.00,6,10.00,17.00,Ground Condition
Sunny,11.00,1.00,-1.00,81.00,0.00,1012.00,2,10.00,6.00,Design Delays
Partly cloudy,36.00,16.00,15.00,65.00,0.00,1007.00,5,10.00,14.00,Resource
Partly cloudy,43.00,6.00,1.00,64.00,0.00,1019.00,3,10.00,30.00,Planning
Partly cloudy,43.00,6.00,1.00,64.00,0.00,1019.00,3,10.00,30.00,Planning
Sunny,0.00,0.00,-2.00,93.00,0.00,1042.00,2,10.00,2.00,Design Delays
Sunny,4.00,3.00,3.00,85.00,0.00,1041.00,2,10.00,2.00,Design Delays
Sunny,3.00,5.00,5.00,81.00,0.00,1041.00,2,10.00,2.00,Design Delays
Patchy light rain,58.00,14.00,13.00,78.00,0.20,1010.00,3,9.00,21.00,Plant
Overcast,100.00,9.00,6.00,89.00,0.00,1021.00,2,10.00,23.00,Planning
Partly cloudy,28.00,14.00,14.00,86.00,0.00,1016.00,4,7.00,14.00,Subcontractor Performance
Sunny,45.00,8.00,5.00,69.00,0.00,1011.00,3,10.00,21.00,Delay By Others
Cloudy,74.00,20.00,20.00,49.00,0.00,1021.00,4,10.00,21.00,Ground Condition
Patchy rain possible,100.00,10.00,9.00,73.00,0.00,1027.00,3,10.00,8.00,Subcontractor Interface
Sunny,10.00,21.00,21.00,48.00,0.00,1024.00,6,10.00,5.00,Document Control
Sunny,10.00,21.00,21.00,48.00,0.00,1024.00,6,10.00,5.00,Document Control
Sunny,12.00,25.00,25.00,38.00,0.00,1024.00,7,10.00,5.00,Document Control
Sunny,10.00,21.00,21.00,48.00,0.00,1024.00,6,10.00,5.00,Document Control
Sunny,10.00,21.00,21.00,48.00,0.00,1024.00,6,10.00,5.00,Document Control
Moderate rain,100.00,8.00,7.00,98.00,2.00,1023.00,2,6.00,7.00,Delay By Others
Partly cloudy,53.00,18.00,18.00,57.00,0.00,1028.00,5,10.00,19.00,Document Control
Partly cloudy,53.00,18.00,18.00,57.00,0.00,1028.00,5,10.00,19.00,Document Control
Overcast,100.00,18.00,18.00,78.00,0.00,1013.00,4,10.00,20.00,Weather
Overcast,100.00,19.00,19.00,73.00,0.00,1013.00,4,10.00,21.00,Weather
Light rain shower,85.00,20.00,20.00,44.00,0.30,1013.00,4,10.00,18.00,Engineering
Sunny,7.00,29.00,29.00,33.00,0.00,1022.00,7,10.00,4.00,Plant
Partly cloudy,36.00,3.00,0.00,77.00,0.00,1017.00,2,10.00,9.00,Design Delays
Overcast,77.00,3.00,1.00,92.00,0.00,1026.00,1,7.00,9.00,Design Delays
Drizzle,75.00,10.00,10.00,94.00,1.00,1031.00,2,3.00,4.00,Delay By Others
Drizzle,75.00,10.00,10.00,94.00,1.00,1031.00,2,3.00,4.00,Delay By Others
Sunny,5.00,3.00,2.00,87.00,0.00,1037.00,2,10.00,6.00,Subcontractor Planning
Sunny,5.00,3.00,2.00,87.00,0.00,1037.00,2,10.00,6.00,Subcontractor Planning
Sunny,5.00,3.00,2.00,87.00,0.00,1037.00,2,10.00,6.00,Subcontractor Planning
Sunny,5.00,3.00,2.00,87.00,0.00,1037.00,2,10.00,6.00,Subcontractor Planning
Sunny,5.00,3.00,2.00,87.00,0.00,1037.00,2,10.00,6.00,Subcontractor Planning
Sunny,4.00,1.00,-1.00,77.00,0.00,1040.00,2,10.00,9.00,Subcontractor Planning
Sunny,2.00,9.00,9.00,67.00,0.00,1042.00,3,10.00,4.00,Subcontractor Performance
Cloudy,58.00,8.00,5.00,89.00,0.00,1025.00,2,10.00,19.00,Subcontractor Performance
Partly cloudy,45.00,20.00,20.00,43.00,0.00,1015.00,6,10.00,18.00,Plant
Partly cloudy,45.00,20.00,20.00,43.00,0.00,1015.00,6,10.00,18.00,Plant
Partly cloudy,45.00,20.00,20.00,43.00,0.00,1015.00,6,10.00,18.00,Plant
Partly cloudy,45.00,20.00,20.00,43.00,0.00,1015.00,6,10.00,18.00,Plant
Sunny,1.00,9.00,8.00,51.00,0.00,1035.00,3,10.00,8.00,Delay By Others
Patchy rain possible,89.00,16.00,16.00,88.00,0.00,1016.00,4,10.00,10.00,Delay By Others
Light rain shower,100.00,18.00,18.00,92.00,0.50,1009.00,4,10.00,8.00,Materials
Light rain shower,100.00,18.00,18.00,92.00,0.50,1009.00,4,10.00,8.00,Materials
Light rain shower,100.00,19.00,19.00,91.00,0.50,1010.00,4,10.00,8.00,Materials
Light rain shower,100.00,19.00,19.00,91.00,0.50,1010.00,4,10.00,8.00,Materials
Light rain shower,100.00,18.00,18.00,92.00,0.50,1009.00,4,10.00,8.00,Materials
Light rain shower,100.00,18.00,18.00,92.00,0.20,1009.00,4,10.00,8.00,Materials
Light rain shower,100.00,19.00,19.00,91.00,0.50,1010.00,4,10.00,8.00,Materials
Light rain shower,100.00,18.00,18.00,92.00,0.50,1009.00,4,10.00,8.00,Materials
Clear,0.00,8.00,8.00,76.00,0.00,1041.00,3,10.00,6.00,Subcontractor Performance
Cloudy,78.00,13.00,11.00,87.00,0.00,1001.00,3,10.00,19.00,Supplier Performance
Overcast,87.00,13.00,12.00,86.00,0.00,1002.00,3,10.00,18.00,Supplier Performance
Cloudy,50.00,23.00,24.00,36.00,0.00,1025.00,5,10.00,15.00,Change
Sunny,2.00,29.00,28.00,31.00,0.00,1024.00,7,10.00,16.00,Weather
Overcast,100.00,4.00,-1.00,92.00,0.00,987.00,1,10.00,28.00,Weather
Overcast,100.00,4.00,-1.00,92.00,0.00,987.00,1,10.00,28.00,Weather
Sunny,0.00,7.00,5.00,62.00,0.00,1035.00,3,10.00,8.00,Materials
Overcast,100.00,23.00,25.00,56.00,0.00,1010.00,5,10.00,22.00,Supplier Performance
Drizzle And Rain,75.00,21.00,21.00,69.00,0.00,1009.00,5,10.00,20.00,Supplier Performance
Overcast,100.00,23.00,25.00,56.00,0.00,1010.00,5,10.00,22.00,Supplier Performance
Sunny,11.00,1.00,-1.00,81.00,0.00,1012.00,2,10.00,6.00,Subcontractor Performance
Sunny,11.00,1.00,-1.00,81.00,0.00,1012.00,2,10.00,6.00,Subcontractor Performance
Patchy rain possible,57.00,9.00,6.00,53.00,0.00,1019.00,2,10.00,20.00,Delay By Others
Overcast,90.00,8.00,5.00,85.00,0.00,1026.00,2,10.00,18.00,Design Delays
Sunny,7.00,12.00,10.00,55.00,0.00,1025.00,4,10.00,11.00,Plant
Patchy rain possible,65.00,8.00,7.00,90.00,0.00,1018.00,2,10.00,9.00,Subcontractor Planning
Partly cloudy,34.00,21.00,21.00,43.00,0.00,1016.00,6,10.00,13.00,Safety
Partly cloudy,37.00,19.00,19.00,47.00,0.00,1017.00,5,10.00,14.00,Safety
Sunny,0.00,13.00,11.00,73.00,0.00,1026.00,4,10.00,14.00,Subcontractor Planning
Partly cloudy,52.00,13.00,12.00,76.00,0.00,1018.00,4,10.00,7.00,Delay By Others
Overcast,100.00,7.00,3.00,80.00,0.00,1009.00,2,10.00,30.00,Subcontractor Interface
Overcast,100.00,7.00,3.00,80.00,0.00,1009.00,2,10.00,30.00,Subcontractor Interface
Overcast,100.00,7.00,3.00,80.00,0.00,1009.00,2,10.00,30.00,Subcontractor Interface
Overcast,100.00,7.00,3.00,80.00,0.00,1009.00,2,10.00,30.00,Subcontractor Interface
Overcast,100.00,7.00,3.00,80.00,0.00,1009.00,2,10.00,30.00,Subcontractor Interface
Partly cloudy,32.00,10.00,6.00,62.00,0.00,991.00,4,10.00,57.00,Weather
Sunny,1.00,13.00,12.00,45.00,0.00,1033.00,4,10.00,11.00,Ground Condition
Sunny,1.00,13.00,12.00,45.00,0.00,1033.00,4,10.00,11.00,Ground Condition
Sunny,3.00,8.00,8.00,73.00,0.00,1040.00,3,10.00,2.00,Subcontractor Performance
Overcast,66.00,3.00,1.00,71.00,0.00,1020.00,1,10.00,12.00,Safety
Overcast,92.00,5.00,1.00,69.00,0.00,1019.00,1,10.00,14.00,Safety
Sunny,9.00,6.00,4.00,79.00,0.00,1025.00,3,10.00,7.00,Subcontractor Performance
Haze,0.00,3.00,1.00,100.00,0.00,1024.00,3,3.00,4.00,Subcontractor Performance
Cloudy,71.00,17.00,17.00,77.00,0.00,1007.00,4,10.00,31.00,Weather
Overcast,92.00,14.00,13.00,70.00,0.00,1010.00,3,10.00,9.00,Design Delays
Overcast,96.00,6.00,4.00,83.00,0.00,1023.00,2,10.00,10.00,Subcontractor Performance
Overcast,100.00,8.00,4.00,78.00,0.00,1009.00,2,10.00,27.00,Delay By Others
Patchy rain possible,80.00,16.00,16.00,85.00,0.20,1010.00,4,9.00,14.00,Subcontractor Interface
Overcast,100.00,17.00,17.00,89.00,0.00,1015.00,4,10.00,9.00,Resource
Light drizzle,100.00,16.00,16.00,91.00,0.20,1015.00,4,2.00,10.00,Resource
Overcast,100.00,17.00,17.00,89.00,0.00,1015.00,4,10.00,9.00,Resource
Mist,36.00,2.00,2.00,95.00,0.00,1035.00,1,2.00,3.00,Design Delays
