text,label
GAP fitter arrived safe day after call out as the welfare unit at Sherwood would not start up,Hazard
NULL,Good Practice
Extra matting has been laid around the borehole positions at Siggers to avoid slips trips and falls,Hazard
Fitter called to repair unit,Hazard
NULL,Good Practice
Wernick contacted to repair tap,Hazard
NULL,Hazard
Conrad organised boot cleaning equipment to go straight to site,Hazard
Lewis instructed O'Briens to clear the ditch,Hazard
Conrad was resolving whilst we were on site,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
n/a,Good Practice
Aaron put in a ramp onto the archaeological site so we didn’t need to lift our wheelbarrows on and off site because for the step,Good Practice
 information to be taken off the scanner so we still have records,Good Practice
Fitter called to repair unit,Hazard
Driver spoken to and rebriefed,Hazard
n/a,Good Practice
Taps have been turned off but cause of wastage needs to be sorted out,Hazard
Sunbelt been contacted to activate licenses for the software,Hazard
 information to be taken off the scanner so we still have records,Hazard
n/a,Good Practice
NULL,Good Practice
Trenches to be set out again immediately prior to work commencing,Hazard
Relevant person contacted to repair TV,Hazard
Step fixed,Hazard
NULL,Good Practice
NULL,Good Practice
Stopped the machine and reported issue. New permit issued,Hazard
n/a,Good Practice
Will bring  this up when I see Ailsa and Emma and will also bring it up in the next area we need to strip,Hazard
Green flag and thanks,Good Practice
New lights ordered and await fitting,Hazard
ECOW consulted and their opinion was that they would need to check the spoil piles before backfilling,Hazard
Briefed in SOS,Hazard
Gateman has spoken to drivers,Hazard
Requested to slow down,Hazard
Briefed to workforce,Hazard
 information to be taken off the scanner so we still have records,Good Practice
Vehicle collected and taken to Northgate to repair,Hazard
Fitter called to repair unit,Hazard
Driver spoken to and rebriefed,Hazard
Tap repaired,Hazard
n/a,Good Practice
n/a,Good Practice
Turned off any socket left on before leaving the office of an evening or if socket not in use at any point during the day,Hazard
Fixed,Hazard
Suitable person identified for queries,Hazard
Restocked,Hazard
First aid kit to be sent to site,Hazard
Mats to be ordered and in place for nappies to be effective,Hazard
Works manager aware. New ramp to be built,Hazard
Securely put the cable end part which has power inside the compound and tightened it at the back side of ladies toilet,Hazard
Prewarned about it and reported to WM,Hazard
Knee pads supplied,Good Practice
Reported to office but man left quickly,Hazard
Installed correct signage,Good Practice
Operative attended medical and new cert issued,Hazard
n/a,Good Practice
NULL,Hazard
n/a,Good Practice
NULL,Hazard
Excavator and bowser driver stopped and informed about refuelling near to a watercourse. Refuelling stopped,Hazard
Stood back up ,Hazard
Reported to site staff,Hazard
Reviewed temporary works register against flood zone risk,Good Practice
Reported to their contract manager,Hazard
SOS's are week long and for those current works,Hazard
Operative spoke to. Correct Ppe put on.,Hazard
 information to be taken off the scanner so we still have records,Hazard
n/a,Good Practice
Project office / supervisor will raise the above with Costain,Good Practice
NULL,Good Practice
Lynch Hydreamer replaced with a 20 ton bell dumper,Hazard
n/a,Good Practice
NULL,Hazard
NULL,Hazard
n/a,Good Practice
n/a,Good Practice
Operative arranged a medical appointment and new cert issued,Good Practice
n/a,Good Practice
Operative spoken to and Ppe replaced by 3sl,Hazard
Vehicles stopped and beacons switched on,Hazard
n/a,Good Practice
NULL,Hazard
n/a,Good Practice
NULL,Hazard
NULL,Hazard
i safely approached one operative from other side of fence and asked him and colleague to put glasses on to reduce the risk of a splinter to the eye!,Hazard
n/a,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
n/a,Good Practice
NULL,Good Practice
Litter picked up and operatives briefed,Good Practice
Litter has been picked up and operatives briefed,Hazard
"The new signage includes QR codes which link directly to the waste carrier licences and also waste exemptions for the companies we use. This means that during any site inspections we can bring this information up immediately, similarly to QR codes on plant are used",Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
n/a,Good Practice
n/a,Good Practice
n/a,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Hazard
n/a,Good Practice
n/a,Good Practice
n/a,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Good Practice
Machine drivers stood down by cp. headland to assess works on ongoing basis,Hazard
Cleaner advised and soap restocked,Hazard
No machines excavating,Good Practice
No hand excavations in site 28a - started excavation works in site 28b due to geology being safer to work in,Good Practice
"Check self and equipment, resumed work after no damage sustained",Hazard
Discussed with Site team and alternative setups being looked at.,Hazard
"I've brought this to their attention, as did other people, then the gate guard had a talk with them which helped. I've also reported this to enterprise through our internal Fleet team.",Hazard
Item was picked up and placed in a secured shelf,Hazard
n/a,Good Practice
n/a,Good Practice
Eye wash replaced,Hazard
NULL,Good Practice
NULL,Hazard
NULL,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
n/a,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
,Hazard
Wernicks attended and repaired,Good Practice
NULL,Hazard
"Operative briefed on site rules
",Hazard
water mopped up,Hazard
Plant stood down,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Hazard
Reported to Chelmsford Council,Hazard
Operative re-briefed,Hazard
Headland advised how to report incidents correctly,Hazard
Wernicks repaired urinals,Hazard
Post and rope reinstated,Hazard
Post and rope installed,Hazard
Drivers briefed,Hazard
Tools tidied,Good Practice
Mattock disposed off,Hazard
Lynch Hydreamer replaced with a 20 ton bell dumper,Hazard
NULL,Good Practice
NULL,Hazard
NULL,Good Practice
"Good practice, well done Three Shires",Good Practice
Raised with Headland contract management,Hazard
Machine used to scrape mud off top,Hazard
Wernicks attended and repaired,Hazard
Road sweeper ordered,Hazard
"Permit raised, LDC advised to give notice",Hazard
Wernicks attended and repaired,Hazard
"On order, awaiting delivery",Hazard
"Excess water removed, access point cleared up",Hazard
Bund was over a metre away from the excavation and stock pile being monitored,Hazard
Dust suppression and dust masks,Hazard
Discussion with Farmer held,Hazard
n/a,Good Practice
Dust suppression carried out,Hazard
Stock replaced,Hazard
NULL,Hazard
NULL,Good Practice
Pot holes will be filled in once materials arrives,Hazard
NULL,Hazard
Operative spoken to,Good Practice
n/a,Good Practice
n/a,Good Practice
Raffle being implemented,Good Practice
Dust suppression bowsers implemented and PPE provided,Good Practice
All works stopped and recommenced when drier,Hazard
n/a,Good Practice
n/a,Good Practice
n/a,Good Practice
New signage installed,Good Practice
"All reminded of the rules and they moved to the phone area
",Hazard
Operative stopped and reminded of the site rules,Hazard
Operative spoken to and reported to project manager,Hazard
Hand towels restocked,Hazard
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
n/a,Good Practice
Hercules Site operatives digging out track to remove mud,Hazard
All plant stood down until conditions improved,Hazard
NULL,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Good Practice
Well done Costain engineers,Good Practice
Small brushes will be next to each welfare,Good Practice
Random drug testing carried out. All negative,Hazard
"Good practice, well done to Headland",Good Practice
Bandages in kits will be checked and restocked,Good Practice
Restocked,Good Practice
n/a,Good Practice
NULL,Hazard
NULL,Good Practice
Signs to be put up in ladies drying rooms to keep tidy,Hazard
n/a,Hazard
Posters have been updated and printed for display,Hazard
NULL,Hazard
NULL,Hazard
Welfare moved,Hazard
welfare moved,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Good Practice
Workforce briefed,Hazard
n/a,Good Practice
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Good Practice
NULL,Hazard
NULL,Hazard
n/a,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Good Practice
NULL,Hazard
Welfare unit at Jarwen moved so the bowser could access,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Good Practice
n/a,Good Practice
NULL,Hazard
NULL,Hazard
n/a,Good Practice
NULL,Hazard
NULL,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Hazard
Good practice,Good Practice
NULL,Hazard
Stood down,Hazard
n/a,Good Practice
n/a,Good Practice
n/a,Good Practice
n/a,Good Practice
Dozer stood down,Good Practice
NULL,Hazard
NULL,Good Practice
NULL,Hazard
n/a,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Good Practice
n/a,Good Practice
n/a,Good Practice
NULL,Good Practice
Battery has been replaced,Hazard
Collected 27/02/2023,Hazard
NULL,Good Practice
NULL,Hazard
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Good Practice
Good practice,Good Practice
Passed on to works manager,Hazard
NULL,Hazard
NULL,Good Practice
Good practice,Good Practice
NULL,Good Practice
NULL,Good Practice
NULL,Hazard
NULL,Good Practice
NULL,Hazard
NULL,Hazard
NULL,Good Practice
Wernick called out to fix,Hazard
NULL,Good Practice
Tinted safety glasses to be supplied by employee,Hazard
Southgate global  exchanged welfare van,Hazard
NULL,Good Practice
NULL,Hazard
NULL,Good Practice
Pulling further forward will ensure you can see clearly in both directions,Hazard
NULL,Good Practice
NULL,Hazard
"Inspected by Works Manager - Conrad Procter, no leaks found",Hazard
